,Author,Text
700,d,"poem the absurdity passes unnoticed. Now the wonderful is pleasing: as may be inferred from the fact that every one tells a story with some addition of his own, knowing that his hearers like it. It is Homer who has chiefly taught other poets the art of telling lies skilfully. The secret of it lies in a fallacy, For, assuming that if one thing is or becomes, a second is or becomes, men imagine that, if the second is, the first likewise is or becomes. But this is a false inference. Hence, where the first thing is untrue, it is quite unnecessary, provided the second be true, to add that the first is or has become. For the mind, knowing the second to be true, falsely infers the truth of the first. There is an example of this in the Bath Scene of the Odyssey. Accordingly, the poet should prefer"
701,d,"of Theodectes, the father says, 'I came to find my son, and I lose my own life.' So too in the Phineidae: the women, on seeing the place, inferred their fate:—'Here we are doomed to die, for here we were cast forth.' Again, there is a composite kind of recognition involving false inference on the part of one of the characters, as in the Odysseus Disguised as a Messenger. A said (that no one else was able to bend the bow;... hence B (the disguised Odysseus) imagined that A would) recognise the bow which, in fact, he had not seen; and to bring about a recognition by this means that the expectation A would recognise the bow is false inference. But, of all recognitions, the best is that which arises from the incidents themselves, where the startling discovery is made by natural means. Such is that in the Oedipus of"
702,d,"it out with the proper diction, the poet should place the scene, as far as possible, before his eyes. In this way, seeing everything with the utmost vividness, as if he were a spectator of the action, he will discover what is in keeping with it, and be most unlikely to overlook inconsistencies. The need of such a rule is shown by the fault found in Carcinus. Amphiaraus was on his way from the temple. This fact escaped the observation of one who did not see the situation. On the stage, however, the piece failed, the audience being offended at the oversight. Again, the poet should work out his play, to the best of his power, with appropriate gestures; for those who feel emotion are most convincing through natural sympathy with the characters they represent; and one who is agitated storms, one who is angry rages, with the most life-like"
703,d,"in the passage about the arms: 'Upright upon their butt-ends stood the spears.' This was the custom then, as it now is among the Illyrians. Again, in examining whether what has been said or done by some one is poetically right or not, we must not look merely to the particular act or saying, and ask whether it is poetically good or bad. We must also consider by whom it is said or done, to whom, when, by what means, or for what end; whether, for instance, it be to secure a greater good, or avert a greater evil. Other difficulties may be resolved by due regard to the usage of language. We may note a rare word, as in {omicron upsilon rho eta alpha sigma / mu epsilon nu / pi rho omega tau omicron nu}, where the poet perhaps employs {omicron upsilon rho eta alpha sigma} not in"
704,d,"revolution of the sun, or but slightly to exceed this limit; whereas the Epic action has no limits of time. This, then, is a second point of difference; though at first the same freedom was admitted in Tragedy as in Epic poetry. Of their constituent parts some are common to both, some peculiar to Tragedy, whoever, therefore, knows what is good or bad Tragedy, knows also about Epic poetry. All the elements of an Epic poem are found in Tragedy, but the elements of a Tragedy are not all found in the Epic poem. Of the poetry which imitates in hexameter verse, and of Comedy, we will speak hereafter. Let us now discuss Tragedy, resuming its formal definition, as resulting from what has been already said. Tragedy, then, is an imitation of an action that is serious, complete, and of a certain magnitude; in language embellished with each kind of"
705,d,"Poetry in itself and of its various kinds, noting the essential quality of each; to inquire into the structure of the plot as requisite to a good poem; into the number and nature of the parts of which a poem is composed; and similarly into whatever else falls within the same inquiry. Following, then, the order of nature, let us begin with the principles which come first. Epic poetry and Tragedy, Comedy also and Dithyrambic: poetry, and the music of the flute and of the lyre in most of their forms, are all in their general conception modes of imitation. They differ, however, from one: another in three respects,—the medium, the objects, the manner or mode of imitation, being in each case distinct. For as there are persons who, by conscious art or mere habit, imitate and represent various objects through the medium of colour and form, or again by"
706,d,"as fixed by the nature of the drama itself is this: the greater the length, the more beautiful will the piece be by reason of its size, provided that the whole be perspicuous. And to define the matter roughly, we may say that the proper magnitude is comprised within such limits, that the sequence of events, according to the law of probability or necessity, will admit of a change from bad fortune to good, or from good fortune to bad. Unity of plot does not, as some persons think, consist in the Unity of the hero. For infinitely various are the incidents in one man's life which cannot be reduced to unity; and so, too, there are many actions of one man out of which we cannot make one action. Hence, the error, as it appears, of all poets who have composed a Heracleid, a Theseid, or other poems of"
707,d,"by the 'Deus ex Machina'—as in the Medea, or in the Return of the Greeks in the Iliad. The 'Deus ex Machina' should be employed only for events external to the drama,—for antecedent or subsequent events, which lie beyond the range of human knowledge, and which require to be reported or foretold; for to the gods we ascribe the power of seeing all things. Within the action there must be nothing irrational. If the irrational cannot be excluded, it should be outside the scope of the tragedy. Such is the irrational element in the Oedipus of Sophocles. Again, since Tragedy is an imitation of persons who are above the common level, the example of good portrait-painters should be followed. They, while reproducing the distinctive form of the original, make a likeness which is true to life and yet more beautiful. So too the poet, in representing men who are irascible"
708,d,"Character there are four things to be aimed at. First, and most important, it must be good. Now any speech or action that manifests moral purpose of any kind will be expressive of character: the character will be good if the purpose is good. This rule is relative to each class. Even a woman may be good, and also a slave; though the woman may be said to be an inferior being, and the slave quite worthless. The second thing to aim at is propriety. There is a type of manly valour; but valour in a woman, or unscrupulous cleverness, is inappropriate. Thirdly, character must be true to life: for this is a distinct thing from goodness and propriety, as here described. The fourth point is consistency: for though the subject of the imitation, who suggested the type, be inconsistent, still he must be consistently inconsistent. As an example of"
709,d,"fair face. Again, {zeta omega rho omicron tau epsilon rho omicron nu / delta epsilon / kappa epsilon rho alpha iota epsilon}, 'mix the drink livelier,' does not mean `mix it stronger' as for hard drinkers, but 'mix it quicker.' Sometimes an expression is metaphorical, as 'Now all gods and men were sleeping through the night,'—while at the same time the poet says: 'Often indeed as he turned his gaze to the Trojan plain, he marvelled at the sound of flutes and pipes.' 'All' is here used metaphorically for 'many,' all being a species of many. So in the verse,—'alone she hath no part...,' {omicron iota eta}, 'alone,' is metaphorical; for the best known may be called the only one. Again, the solution may depend upon accent or breathing. Thus Hippias of Thasos solved the difficulties in the lines,—{delta iota delta omicron mu epsilon nu (delta iota delta omicron mu"
710,d,"known, as in Agathon's Antheus, where incidents and names alike are fictitious, and yet they give none the less pleasure. We must not, therefore, at all costs keep to the received legends, which are the usual subjects of Tragedy. Indeed, it would be absurd to attempt it; for even subjects that are known are known only to a few, and yet give pleasure to all. It clearly follows that the poet or 'maker' should be the maker of plots rather than of verses; since he is a poet because he imitates, and what he imitates are actions. And even if he chances to take an historical subject, he is none the less a poet; for there is no reason why some events that have actually happened should not conform to the law of the probable and possible, and in virtue of that quality in them he is their poet or"
711,d,"omicron / mu epsilon nu / omicron upsilon (omicron upsilon) kappa alpha tau alpha pi upsilon theta epsilon tau alpha iota / omicron mu beta rho omega}. Or again, the question may be solved by punctuation, as in Empedocles,—'Of a sudden things became mortal that before had learnt to be immortal, and things unmixed before mixed.' Or again, by ambiguity of meaning,—as {pi alpha rho omega chi eta kappa epsilon nu / delta epsilon / pi lambda epsilon omega / nu upsilon xi}, where the word {pi lambda epsilon omega} is ambiguous. Or by the usage of language. Thus any mixed drink is called {omicron iota nu omicron sigma}, 'wine.' Hence Ganymede is said 'to pour the wine to Zeus,' though the gods do not drink wine. So too workers in iron are called {chi alpha lambda kappa epsilon alpha sigma}, or workers in bronze. This, however, may also be"
712,d,"were in itself significant. Thus in Theodorus, 'god-given,' the {delta omega rho omicron nu} or 'gift' is not in itself significant. A Verb is a composite significant sound, marking time, in which, as in the noun, no part is in itself significant. For 'man,' or 'white' does not express the idea of 'when'; but 'he walks,' or 'he has walked' does connote time, present or past. Inflexion belongs both to the noun and verb, and expresses either the relation 'of,' 'to,' or the like; or that of number, whether one or many, as 'man' or 'men '; or the modes or tones in actual delivery, e.g. a question or a command. 'Did he go?' and 'go' are verbal inflexions of this kind. A Sentence or Phrase is a composite significant sound, some at least of whose parts are in themselves significant; for not every such group of words consists of"
713,d,"several kinds in separate parts,' I mean, that some parts are rendered through the medium of verse alone, others again with the aid of song. Now as tragic imitation implies persons acting, it necessarily follows, in the first place, that Spectacular equipment will be a part of Tragedy. Next, Song and Diction, for these are the medium of imitation. By 'Diction' I mean the mere metrical arrangement of the words: as for 'Song,' it is a term whose sense every one understands. Again, Tragedy is the imitation of an action; and an action implies personal agents, who necessarily possess certain distinctive qualities both of character and thought; for it is by these that we qualify actions themselves, and these—thought and character—are the two natural causes from which actions spring, and on actions again all success or failure depends. Hence, the Plot is the imitation of the action: for by plot"
714,d,"and possible, and in virtue of that quality in them he is their poet or maker. Of all plots and actions the epeisodic are the worst. I call a plot 'epeisodic' in which the episodes or acts succeed one another without probable or necessary sequence. Bad poets compose such pieces by their own fault, good poets, to please the players; for, as they write show pieces for competition, they stretch the plot beyond its capacity, and are often forced to break the natural continuity. But again, Tragedy is an imitation not only of a complete action, but of events inspiring fear or pity. Such an effect is best produced when the events come on us by surprise; and the effect is heightened when, at the same time, they follow as cause and effect. The tragic wonder will thee be greater than if they happened of themselves or by accident; for"
715,d,"of the shepherd's pipe, which are essentially similar to these. In dancing, rhythm alone is used without 'harmony'; for even dancing imitates character, emotion, and action, by rhythmical movement. There is another art which imitates by means of language alone, and that either in prose or verse—which, verse, again, may either combine different metres or consist of but one kind—but this has hitherto been without a name. For there is no common term we could apply to the mimes of Sophron and Xenarchus and the Socratic dialogues on the one hand; and, on the other, to poetic imitations in iambic, elegiac, or any similar metre. People do, indeed, add the word 'maker' or 'poet' to the name of the metre, and speak of elegiac poets, or epic (that is, hexameter) poets, as if it were not the imitation that makes the poet, but the verse that entitles them all indiscriminately"
716,d,"elements of the whole have been already mentioned. We now come to the quantitative parts, and the separate parts into which Tragedy is divided, namely, Prologue, Episode, Exode, Choric song; this last being divided into Parode and Stasimon. These are common to all plays: peculiar to some are the songs of actors from the stage and the Commoi. The Prologue is that entire part of a tragedy which precedes the Parode of the Chorus. The Episode is that entire part of a tragedy which is between complete choric songs. The Exode is that entire part of a tragedy which has no choric song after it. Of the Choric part the Parode is the first undivided utterance of the Chorus: the Stasimon is a Choric ode without anapaests or trochaic tetrameters: the Commos is a joint lamentation of Chorus and actors. The parts of Tragedy which must be treated as elements"
717,d,"belongs to the art of Delivery and to the masters of that science. It includes, for instance,—what is a command, a prayer, a statement, a threat, a question, an answer, and so forth. To know or not to know these things involves no serious censure upon the poet's art. For who can admit the fault imputed to Homer by Protagoras,—that in the words, 'Sing, goddess, of the wrath,' he gives a command under the idea that he utters a prayer? For to tell some one to do a thing or not to do it is, he says, a command. We may, therefore, pass this over as an inquiry that belongs to another art, not to poetry. [Language in general includes the following parts:—Letter, Syllable, Connecting word, Noun, Verb, Inflexion or Case, Sentence or Phrase. A Letter is an indivisible sound, yet not every such sound, but only one which can"
718,d,"up to ridicule. Thus Eucleides, the elder, declared that it would be an easy matter to be a poet if you might lengthen syllables at will. He caricatured the practice in the very form of his diction, as in the verse: '{Epsilon pi iota chi alpha rho eta nu / epsilon iota delta omicron nu / Mu alpha rho alpha theta omega nu alpha delta epsilon / Beta alpha delta iota zeta omicron nu tau alpha}, or, {omicron upsilon kappa / alpha nu / gamma / epsilon rho alpha mu epsilon nu omicron sigma / tau omicron nu / epsilon kappa epsilon iota nu omicron upsilon /epsilon lambda lambda epsilon beta omicron rho omicron nu}. To employ such license at all obtrusively is, no doubt, grotesque; but in any mode of poetic diction there must be moderation. Even metaphors, strange (or rare) words, or any similar forms of speech, would"
719,d,"the poetry. But if the failure is due to a wrong choice if he has represented a horse as throwing out both his off legs at once, or introduced technical inaccuracies in medicine, for example, or in any other art the error is not essential to the poetry. These are the points of view from which we should consider and answer the objections raised by the critics. First as to matters which concern the poet's own art. If he describes the impossible, he is guilty of an error; but the error may be justified, if the end of the art be thereby attained (the end being that already mentioned), if, that is, the effect of this or any other part of the poem is thus rendered more striking. A case in point is the pursuit of Hector. If, however, the end might have been as well, or better, attained without"
720,d,"may take 'being checked there.' The true mode of interpretation is the precise opposite of what Glaucon mentions. Critics, he says, jump at certain groundless conclusions; they pass adverse judgment and then proceed to reason on it; and, assuming that the poet has said whatever they happen to think, find fault if a thing is inconsistent with their own fancy. The question about Icarius has been treated in this fashion. The critics imagine he was a Lacedaemonian. They think it strange, therefore, that Telemachus should not have met him when he went to Lacedaemon. But the Cephallenian story may perhaps be the true one. They allege that Odysseus took a wife from among themselves, and that her father was Icadius not Icarius. It is merely a mistake, then, that gives plausibility to the objection. In general, the impossible must be justified by reference to artistic requirements, or to the higher"
721,d,"Thyestes. Others are acquired after birth; and of these some are bodily marks, as scars; some external tokens, as necklaces, or the little ark in the Tyro by which the discovery is effected. Even these admit of more or less skilful treatment. Thus in the recognition of Odysseus by his scar, the discovery is made in one way by the nurse, in another by the swineherds. The use of tokens for the express purpose of proof—and, indeed, any formal proof with or without tokens—is a less artistic mode of recognition. A better kind is that which comes about by a turn of incident, as in the Bath Scene in the Odyssey. Next come the recognitions invented at will by the poet, and on that account wanting in art. For example, Orestes in the Iphigenia reveals the fact that he is Orestes. She, indeed, makes herself known by the letter; but"
722,d,"are known are known only to a few, and yet give pleasure to all. It clearly follows that the poet or 'maker' should be the maker of plots rather than of verses; since he is a poet because he imitates, and what he imitates are actions. And even if he chances to take an historical subject, he is none the less a poet; for there is no reason why some events that have actually happened should not conform to the law of the probable and possible, and in virtue of that quality in them he is their poet or maker. Of all plots and actions the epeisodic are the worst. I call a plot 'epeisodic' in which the episodes or acts succeed one another without probable or necessary sequence. Bad poets compose such pieces by their own fault, good poets, to please the players; for, as they write show pieces"
723,d,"as by Mnasitheus the Opuntian. Next, all action is not to be condemned any more than all dancing—but only that of bad performers. Such was the fault found in Callippides, as also in others of our own day, who are censured for representing degraded women. Again, Tragedy like Epic poetry produces its effect even without action; it reveals its power by mere reading. If, then, in all other respects it is superior, this fault, we say, is not inherent in it. And superior it is, because it has all the epic elements—it may even use the epic metre—with the music and spectacular effects as important accessories; and these produce the most vivid of pleasures. Further, it has vividness of impression in reading as well as in representation. Moreover, the art attains its end within narrower limits; for the concentrated effect is more pleasurable than one which is spread over a"
724,d,"in the play of Polyidus the Sophist. It was a natural reflection for Orestes to make, 'So I too must die at the altar like my sister.' So, again, in the Tydeus of Theodectes, the father says, 'I came to find my son, and I lose my own life.' So too in the Phineidae: the women, on seeing the place, inferred their fate:—'Here we are doomed to die, for here we were cast forth.' Again, there is a composite kind of recognition involving false inference on the part of one of the characters, as in the Odysseus Disguised as a Messenger. A said (that no one else was able to bend the bow;... hence B (the disguised Odysseus) imagined that A would) recognise the bow which, in fact, he had not seen; and to bring about a recognition by this means that the expectation A would recognise the bow is"
725,d,"the former expressive of action. Still more absurd would it be to mix together different metres, as was done by Chaeremon. Hence no one has ever composed a poem on a great scale in any other than heroic verse. Nature herself, as we have said, teaches the choice of the proper measure. Homer, admirable in all respects, has the special merit of being the only poet who rightly appreciates the part he should take himself. The poet should speak as little as possible in his own person, for it is not this that makes him an imitator. Other poets appear themselves upon the scene throughout, and imitate but little and rarely. Homer, after a few prefatory words, at once brings in a man, or woman, or other personage; none of them wanting in characteristic qualities, but each with a character of his own. The element of the wonderful is required"
726,d,"should avoid, in constructing his plots; and by what means the specific effect of Tragedy will be produced. A perfect tragedy should, as we have seen, be arranged not on the simple but on the complex plan. It should, moreover, imitate actions which excite pity and fear, this being the distinctive mark of tragic imitation. It follows plainly, in the first place, that the change, of fortune presented must not be the spectacle of a virtuous man brought from prosperity to adversity: for this moves neither pity nor fear; it merely shocks us. Nor, again, that of a bad man passing from adversity to prosperity: for nothing can be more alien to the spirit of Tragedy; it possesses no single tragic quality; it neither satisfies the moral sense nor calls forth pity or fear. Nor, again, should the downfall of the utter villain be exhibited. A plot of this kind"
727,d,"The last case is the best, as when in the Cresphontes Merope is about to slay her son, but, recognising who he is, spares his life. So in the Iphigenia, the sister recognises the brother just in time. Again in the Helle, the son recognises the mother when on the point of giving her up. This, then, is why a few families only, as has been already observed, furnish the subjects of tragedy. It was not art, but happy chance, that led the poets in search of subjects to impress the tragic quality upon their plots. They are compelled, therefore, to have recourse to those houses whose history contains moving incidents like these. Enough has now been said concerning the structure of the incidents, and the right kind of plot. In respect of Character there are four things to be aimed at. First, and most important, it must be good."
728,d,"its quality—namely, Plot, Character, Diction, Thought, Spectacle, Song. Two of the parts constitute the medium of imitation, one the manner, and three the objects of imitation. And these complete the list. These elements have been employed, we may say, by the poets to a man; in fact, every play contains Spectacular elements as well as Character, Plot, Diction, Song, and Thought. But most important of all is the structure of the incidents. For Tragedy is an imitation, not of men, but of an action and of life, and life consists in action, and its end is a mode of action, not a quality. Now character determines men's qualities, but it is by their actions that they are happy or the reverse. Dramatic action, therefore, is not with a view to the representation of character: character comes in as subsidiary to the actions. Hence the incidents and the plot are the"
729,d,"never, or very rarely, found in poetry. One instance, however, is in the Antigone, where Haemon threatens to kill Creon. The next and better way is that the deed should be perpetrated. Still better, that it should be perpetrated in ignorance, and the discovery made afterwards. There is then nothing to shock us, while the discovery produces a startling effect. The last case is the best, as when in the Cresphontes Merope is about to slay her son, but, recognising who he is, spares his life. So in the Iphigenia, the sister recognises the brother just in time. Again in the Helle, the son recognises the mother when on the point of giving her up. This, then, is why a few families only, as has been already observed, furnish the subjects of tragedy. It was not art, but happy chance, that led the poets in search of subjects to impress"
730,d,"which I call a letter. The sound I mean may be either a vowel, a semi-vowel, or a mute. A vowel is that which without impact of tongue or lip has an audible sound. A semi-vowel, that which with such impact has an audible sound, as S and R. A mute, that which with such impact has by itself no sound, but joined to a vowel sound becomes audible, as G and D. These are distinguished according to the form assumed by the mouth and the place where they are produced; according as they are aspirated or smooth, long or short; as they are acute, grave, or of an intermediate tone; which inquiry belongs in detail to the writers on metre. A Syllable is a non-significant sound, composed of a mute and a vowel: for GR without A is a syllable, as also with A,—GRA. But the investigation of these"
731,d,"the poet should afford is that which comes from pity and fear through imitation, it is evident that this quality must be impressed upon the incidents. Let us then determine what are the circumstances which strike us as terrible or pitiful. Actions capable of this effect must happen between persons who are either friends or enemies or indifferent to one another. If an enemy kills an enemy, there is nothing to excite pity either in the act or the intention,—except so far as the suffering in itself is pitiful. So again with indifferent persons. But when the tragic incident occurs between those who are near or dear to one another—if, for example, a brother kills, or intends to kill, a brother, a son his father, a mother her son, a son his mother, or any other deed of the kind is done—these are the situations to be looked for by"
732,d,"metaphorical; for the best known may be called the only one. Again, the solution may depend upon accent or breathing. Thus Hippias of Thasos solved the difficulties in the lines,—{delta iota delta omicron mu epsilon nu (delta iota delta omicron mu epsilon nu) delta epsilon / omicron iota,} and { tau omicron / mu epsilon nu / omicron upsilon (omicron upsilon) kappa alpha tau alpha pi upsilon theta epsilon tau alpha iota / omicron mu beta rho omega}. Or again, the question may be solved by punctuation, as in Empedocles,—'Of a sudden things became mortal that before had learnt to be immortal, and things unmixed before mixed.' Or again, by ambiguity of meaning,—as {pi alpha rho omega chi eta kappa epsilon nu / delta epsilon / pi lambda epsilon omega / nu upsilon xi}, where the word {pi lambda epsilon omega} is ambiguous. Or by the usage of language. Thus"
733,d,"the incidents. As it is, he detaches a single portion, and admits as episodes many events from the general story of the war—such as the Catalogue of the ships and others—thus diversifying the poem. All other poets take a single hero, a single period, or an action single indeed, but with a multiplicity of parts. Thus did the author of the Cypria and of the Little Iliad. For this reason the Iliad and the Odyssey each furnish the subject of one tragedy, or, at most, of two; while the Cypria supplies materials for many, and the Little Iliad for eight—the Award of the Arms, the Philoctetes, the Neoptolemus, the Eurypylus, the Mendicant Odysseus, the Laconian Women, the Fall of Ilium, the Departure of the Fleet. Again, Epic poetry must have as many kinds as Tragedy: it must be simple, or complex, or 'ethical,' or 'pathetic.' The parts also, with the"
734,d,"more than all dancing—but only that of bad performers. Such was the fault found in Callippides, as also in others of our own day, who are censured for representing degraded women. Again, Tragedy like Epic poetry produces its effect even without action; it reveals its power by mere reading. If, then, in all other respects it is superior, this fault, we say, is not inherent in it. And superior it is, because it has all the epic elements—it may even use the epic metre—with the music and spectacular effects as important accessories; and these produce the most vivid of pleasures. Further, it has vividness of impression in reading as well as in representation. Moreover, the art attains its end within narrower limits; for the concentrated effect is more pleasurable than one which is spread over a long time and so diluted. What, for example, would be the effect of the"
735,d,"and 'pathetic,' and the Odyssey complex (for Recognition scenes run through it), and at the same time 'ethical.' Moreover, in diction and thought they are supreme. Epic poetry differs from Tragedy in the scale on which it is constructed, and in its metre. As regards scale or length, we have already laid down an adequate limit:—the beginning and the end must be capable of being brought within a single view. This condition will be satisfied by poems on a smaller scale than the old epics, and answering in length to the group of tragedies presented at a single sitting. Epic poetry has, however, a great—a special—capacity for enlarging its dimensions, and we can see the reason. In Tragedy we cannot imitate several lines of actions carried on at one and the same time; we must confine ourselves to the action on the stage and the part taken by the players."
736,d,"contracted when some part of it is removed. Instances of lengthening are,—{pi omicron lambda eta omicron sigma} for {pi omicron lambda epsilon omega sigma}, and {Pi eta lambda eta iota alpha delta epsilon omega} for {Pi eta lambda epsilon iota delta omicron upsilon}: of contraction,—{kappa rho iota}, {delta omega}, and {omicron psi}, as in {mu iota alpha / gamma iota nu epsilon tau alpha iota / alpha mu phi omicron tau episilon rho omega nu / omicron psi}. An altered word is one in which part of the ordinary form is left unchanged, and part is re-cast; as in {delta epsilon xi iota-tau epsilon rho omicron nu / kappa alpha tau alpha / mu alpha zeta omicron nu}, {delta epsilon xi iota tau epsilon rho omicron nu} is for {delta epsilon xi iota omicron nu}. [Nouns in themselves are either masculine, feminine, or neuter. Masculine are such as end in"
737,d,"of poet is by custom given to the author; and yet Homer and Empedocles have nothing in common but the metre, so that it would be right to call the one poet, the other physicist rather than poet. On the same principle, even if a writer in his poetic imitation were to combine all metres, as Chaeremon did in his Centaur, which is a medley composed of metres of all kinds, we should bring him too under the general term poet. So much then for these distinctions. There are, again, some arts which employ all the means above mentioned, namely, rhythm, tune, and metre. Such are Dithyrambic and Nomic poetry, and also Tragedy and Comedy; but between them the difference is, that in the first two cases these means are all employed in combination, in the latter, now one means is employed, now another. Such, then, are the differences of"
738,d,"age of the day,' and old age, 'the evening of life,' or, in the phrase of Empedocles, 'life's setting sun.' For some of the terms of the proportion there is at times no word in existence; still the metaphor may be used. For instance, to scatter seed is called sowing: but the action of the sun in scattering his rays is nameless. Still this process bears to the sun the same relation as sowing to the seed. Hence the expression of the poet 'sowing the god-created light.' There is another way in which this kind of metaphor may be employed. We may apply an alien term, and then deny of that term one of its proper attributes; as if we were to call the shield, not 'the cup of Ares,' but 'the wineless cup.' {An ornamental word...} A newly-coined word is one which has never been even in local use,"
739,d,"alpha sigma / mu epsilon nu / pi rho omega tau omicron nu}, where the poet perhaps employs {omicron upsilon rho eta alpha sigma} not in the sense of mules, but of sentinels. So, again, of Dolon: 'ill-favoured indeed he was to look upon.' It is not meant that his body was ill-shaped, but that his face was ugly; for the Cretans use the word {epsilon upsilon epsilon iota delta epsilon sigma}, 'well-favoured,' to denote a fair face. Again, {zeta omega rho omicron tau epsilon rho omicron nu / delta epsilon / kappa epsilon rho alpha iota epsilon}, 'mix the drink livelier,' does not mean `mix it stronger' as for hard drinkers, but 'mix it quicker.' Sometimes an expression is metaphorical, as 'Now all gods and men were sleeping through the night,'—while at the same time the poet says: 'Often indeed as he turned his gaze to the Trojan plain,"
740,d,"spectator of the action, he will discover what is in keeping with it, and be most unlikely to overlook inconsistencies. The need of such a rule is shown by the fault found in Carcinus. Amphiaraus was on his way from the temple. This fact escaped the observation of one who did not see the situation. On the stage, however, the piece failed, the audience being offended at the oversight. Again, the poet should work out his play, to the best of his power, with appropriate gestures; for those who feel emotion are most convincing through natural sympathy with the characters they represent; and one who is agitated storms, one who is angry rages, with the most life-like reality. Hence poetry implies either a happy gift of nature or a strain of madness. In the one case a man can take the mould of any character; in the other, he is"
741,d,"Again, the solution may depend upon accent or breathing. Thus Hippias of Thasos solved the difficulties in the lines,—{delta iota delta omicron mu epsilon nu (delta iota delta omicron mu epsilon nu) delta epsilon / omicron iota,} and { tau omicron / mu epsilon nu / omicron upsilon (omicron upsilon) kappa alpha tau alpha pi upsilon theta epsilon tau alpha iota / omicron mu beta rho omega}. Or again, the question may be solved by punctuation, as in Empedocles,—'Of a sudden things became mortal that before had learnt to be immortal, and things unmixed before mixed.' Or again, by ambiguity of meaning,—as {pi alpha rho omega chi eta kappa epsilon nu / delta epsilon / pi lambda epsilon omega / nu upsilon xi}, where the word {pi lambda epsilon omega} is ambiguous. Or by the usage of language. Thus any mixed drink is called {omicron iota nu omicron sigma}, 'wine.'"
742,d,"dialogues on the one hand; and, on the other, to poetic imitations in iambic, elegiac, or any similar metre. People do, indeed, add the word 'maker' or 'poet' to the name of the metre, and speak of elegiac poets, or epic (that is, hexameter) poets, as if it were not the imitation that makes the poet, but the verse that entitles them all indiscriminately to the name. Even when a treatise on medicine or natural science is brought out in verse, the name of poet is by custom given to the author; and yet Homer and Empedocles have nothing in common but the metre, so that it would be right to call the one poet, the other physicist rather than poet. On the same principle, even if a writer in his poetic imitation were to combine all metres, as Chaeremon did in his Centaur, which is a medley composed of"
743,d,"and the same time; we must confine ourselves to the action on the stage and the part taken by the players. But in Epic poetry, owing to the narrative form, many events simultaneously transacted can be presented; and these, if relevant to the subject, add mass and dignity to the poem. The Epic has here an advantage, and one that conduces to grandeur of effect, to diverting the mind of the hearer, and relieving the story with varying episodes. For sameness of incident soon produces satiety, and makes tragedies fail on the stage. As for the metre, the heroic measure has proved its fitness by the test of experience. If a narrative poem in any other metre or in many metres were now composed, it would be found incongruous. For of all measures the heroic is the stateliest and the most massive; and hence it most readily admits rare words"
744,d,"a poem on a great scale in any other than heroic verse. Nature herself, as we have said, teaches the choice of the proper measure. Homer, admirable in all respects, has the special merit of being the only poet who rightly appreciates the part he should take himself. The poet should speak as little as possible in his own person, for it is not this that makes him an imitator. Other poets appear themselves upon the scene throughout, and imitate but little and rarely. Homer, after a few prefatory words, at once brings in a man, or woman, or other personage; none of them wanting in characteristic qualities, but each with a character of his own. The element of the wonderful is required in Tragedy. The irrational, on which the wonderful depends for its chief effects, has wider scope in Epic poetry, because there the person acting is not seen."
745,d,"metre—with the music and spectacular effects as important accessories; and these produce the most vivid of pleasures. Further, it has vividness of impression in reading as well as in representation. Moreover, the art attains its end within narrower limits; for the concentrated effect is more pleasurable than one which is spread over a long time and so diluted. What, for example, would be the effect of the Oedipus of Sophocles, if it were cast into a form as long as the Iliad? Once more, the Epic imitation has less unity; as is shown by this, that any Epic poem will furnish subjects for several tragedies. Thus if the story adopted by the poet has a strict unity, it must either be concisely told and appear truncated; or, if it conform to the Epic canon of length, it must seem weak and watery. (Such length implies some loss of unity,) if,"
746,d,"XXII XXIII XXIV XXV XXVI I propose to treat of Poetry in itself and of its various kinds, noting the essential quality of each; to inquire into the structure of the plot as requisite to a good poem; into the number and nature of the parts of which a poem is composed; and similarly into whatever else falls within the same inquiry. Following, then, the order of nature, let us begin with the principles which come first. Epic poetry and Tragedy, Comedy also and Dithyrambic: poetry, and the music of the flute and of the lyre in most of their forms, are all in their general conception modes of imitation. They differ, however, from one: another in three respects,—the medium, the objects, the manner or mode of imitation, being in each case distinct. For as there are persons who, by conscious art or mere habit, imitate and represent various objects"
747,d,"mentioned, taken as a whole, the imitation is produced by rhythm, language, or 'harmony,' either singly or combined. Thus in the music of the flute and of the lyre, 'harmony' and rhythm alone are employed; also in other arts, such as that of the shepherd's pipe, which are essentially similar to these. In dancing, rhythm alone is used without 'harmony'; for even dancing imitates character, emotion, and action, by rhythmical movement. There is another art which imitates by means of language alone, and that either in prose or verse—which, verse, again, may either combine different metres or consist of but one kind—but this has hitherto been without a name. For there is no common term we could apply to the mimes of Sophron and Xenarchus and the Socratic dialogues on the one hand; and, on the other, to poetic imitations in iambic, elegiac, or any similar metre. People do, indeed,"
